code,course,semester,campus,days,type,instructor
BU.220.620 (2W),Economics for Decision Making,Fall 2021,Washington DC Center,M 1:30PM - 4:30PM,Open,C. DePasquale
BU.220.620 (F1),Economics for Decision Making,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,C. DePasquale
BU.220.620 (F2),Economics for Decision Making,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,C. DePasquale
BU.220.620 (31),Economics for Decision Making,Fall 2021,Online,,Open,I. Fainmesser
BU.220.620 (32),Economics for Decision Making,Fall 2021,Online,,Open,I. Fainmesser
BU.220.620 (33),Economics for Decision Making,Fall 2021,Online,,Waitlist Only,I. Fainmesser
BU.220.620 (38),Economics for Decision Making,Fall 2021,Online,,Open,I. Fainmesser
BU.220.620 (51),Economics for Decision Making,Fall 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,K. Cheong
BU.220.620 (W1),Economics for Decision Making,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,K. Cheong
BU.220.620 (W2),Economics for Decision Making,Fall 2021,Washington DC Center,Th 1:30PM - 4:30PM,Open,K. Cheong
BU.220.620 (1F),Economics for Decision Making,Fall 2021,Downtown Baltimore,W 1:30PM - 4:30PM,Open,S. Gaonkar
BU.220.620 (F3),Economics for Decision Making,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,S. Gaonkar
BU.220.620 (F4),Economics for Decision Making,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,S. Gaonkar
BU.141.710 (33),Effective Teaming,Fall 2021,Online,,Open,G. Hall
BU.141.710 (31),Effective Teaming,Fall 2021,Online,,Open,R. Milter
BU.141.710 (32),Effective Teaming,Fall 2021,Online,,Open,R. Milter
BU.232.640 (F5),Empirical Finance,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,D. Song
BU.232.640 (F7),Empirical Finance,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,D. Song
BU.232.640 (W5),Empirical Finance,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,D. Song
BU.232.640 (W7),Empirical Finance,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Waitlist Only,D. Song
BU.152.710 (31),Entrepreneurial Ventures,Fall 2021,Online,,Open,P. Phan
BU.152.710 (81),Entrepreneurial Ventures,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,S. Gaonkar
BU.230.750 (X4),Financial Crises and Contagion,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,K. Day
BU.231.710 (31),Financial Institutions,Fall 2021,Online,,Open,J. Colantuoni
BU.231.710 (32),Financial Institutions,Fall 2021,Online,,Open,J. Colantuoni
BU.230.620 (31),Financial Modeling and Valuation,Fall 2021,Online,,Open,A. Ajakh
BU.230.620 (32),Financial Modeling and Valuation,Fall 2021,Online,,Open,A. Ajakh
BU.230.620 (33),Financial Modeling and Valuation,Fall 2021,Online,,Open,A. Ajakh
BU.232.720 (31),Fixed Income,Fall 2021,Online,,Open,A. Ajakh
BU.232.720 (F5),Fixed Income,Fall 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,A. Ajakh
BU.232.720 (F6),Fixed Income,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,A. Ajakh
BU.232.720 (F9),Fixed Income,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,A. Ajakh
BU.232.720 (51),Fixed Income,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Open,G. De Nicolo
BU.232.720 (W5),Fixed Income,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,G. De Nicolo
BU.232.720 (W9),Fixed Income,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,G. De Nicolo
BU.232.720 (W6),Fixed Income,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Open,X. Hu
BU.920.711 (M1),Foundations of Business Analytics,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,E. Kagan
BU.920.721 (M1),Foundations of Business of Health,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,D. Polsky
BU.881.702 (31),Frameworks for Analyzing Health Care Markets,Fall 2021,Online,,Open,F. Selck
BU.881.702 (32),Frameworks for Analyzing Health Care Markets,Fall 2021,Online,,Open,F. Selck
BU.881.702 (33),Frameworks for Analyzing Health Care Markets,Fall 2021,Online,,Open,F. Selck
BU.881.702 (81),Frameworks for Analyzing Health Care Markets,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,M. Darden
BU.881.702 (H1),Frameworks for Analyzing Health Care Markets,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,M. Darden
BU.881.701 (31),Fundamentals of Health Care Systems,Fall 2021,Online,,Waitlist Only,T. Gordon
BU.881.701 (32),Fundamentals of Health Care Systems,Fall 2021,Online,,Open,T. Gordon
BU.881.701 (33),Fundamentals of Health Care Systems,Fall 2021,Online,,Waitlist Only,T. Gordon
BU.241.725 (R1),Global Perspectives in Real Estate,Fall 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,P. Loungani
BU.881.703 (31),Health Care Law and Regulation,Fall 2021,Online,,Open,S. Lee
BU.883.706 (H1),Health Care Organization and Management,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,S. Eid
BU.883.706 (31),Health Care Organization and Management,Fall 2021,Online,,Open,V. Ma
BU.883.706 (32),Health Care Organization and Management,Fall 2021,Online,,Open,V. Ma
BU.881.700 (3H),Health Care Overview Bootcamp,Fall 2021,Online,,Open,P. Phan
BU.890.713 (31),Health Care Strategy Consulting Practicum I,Fall 2021,Online,,Open,B. Robeson
BU.890.714 (31),Health Care Strategy Consulting Practicum II,Fall 2021,Online,,Open,B. Robeson
BU.881.706 (31),Health Innovation and Evaluation,Fall 2021,Online,,Open,E. Simeonova
BU.881.706 (32),Health Innovation and Evaluation,Fall 2021,Online,,Open,E. Simeonova
BU.881.706 (33),Health Innovation and Evaluation,Fall 2021,Online,,Open,E. Simeonova
BU.881.706 (H1),Health Innovation and Evaluation,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,E. Simeonova
BU.881.705 (H1),Health Marketing and Access,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,Y. Wu
BU.350.620 (31),Information Systems,Fall 2021,Online,,Open,D. Harper
BU.350.620 (34),Information Systems,Fall 2021,Online,,Waitlist Only,J. Abed
BU.350.620 (35),Information Systems,Fall 2021,Online,,Reserved Open,J. Abed
BU.350.620 (X1),Information Systems,Fall 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,J. Abed
BU.350.620 (X2),Information Systems,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,J. Abed
BU.350.620 (X3),Information Systems,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,J. Abed
BU.350.620 (X5),Information Systems,Fall 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,J. Gray
BU.350.620 (1X),Information Systems,Fall 2021,Washington DC Center,F 1:30PM - 4:30PM,Open,M. Xu
BU.350.620 (2X),Information Systems,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Open,M. Xu
BU.350.620 (32),Information Systems,Fall 2021,Online,,Open,M. Xu
BU.350.620 (33),Information Systems,Fall 2021,Online,,Open,M. Xu
BU.350.620 (81),Information Systems,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,M. Xu
BU.350.620 (T1),Information Systems,Fall 2021,Washington DC Center,F 8:30AM - 11:30AM,Open,M. Xu
BU.241.735 (R1),Infrastructure Development for Sustainable Cities,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Reserved Open,L. Quintero
BU.460.700 (31),Integrated Digital Marketing,Fall 2021,Online,,Open,C. Harris
BU.232.701 (81),Investments,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Reserved Open,A. Willenborg
BU.232.701 (W2),Investments,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,K. Cheong
BU.232.701 (1F),Investments,Fall 2021,Downtown Baltimore,F 1:30PM - 4:30PM; W 1:30PM - 4:30PM,Open,S. Gupta
BU.232.701 (2W),Investments,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,S. Gupta
BU.232.701 (F1),Investments,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,S. Uslu
BU.232.701 (F2),Investments,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,S. Uslu
BU.232.701 (F3),Investments,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,S. Uslu
BU.232.701 (1W),Investments,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,X. Hu
BU.232.701 (W1),Investments,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Open,X. Hu
BU.232.701 (31),Investments,Fall 2021,Online,,Open,Y. Bar-Or
BU.232.701 (32),Investments,Fall 2021,Online,,Open,Y. Bar-Or
BU.232.701 (F4),Investments,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Open,Y. Bar-Or
BU.330.740 (T1),Large Scale Computing with Hadoop,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Reserved Open,M. Xu
BU.330.740 (T2),Large Scale Computing with Hadoop,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,M. Xu
BU.142.601 (31),Leadership and Organizational Behavior,Fall 2021,Online,ThF 1:00PM - 5:00PM,Open,M. Barton
BU.142.601 (32),Leadership and Organizational Behavior,Fall 2021,Online,ThF 1:00PM - 5:00PM,Waitlist Only,M. Barton
BU.142.601 (33),Leadership and Organizational Behavior,Fall 2021,Online,ThF 1:00PM - 5:00PM,Open,M. Barton
BU.142.601 (38),Leadership and Organizational Behavior,Fall 2021,Online,ThF 1:00PM - 5:00PM,Waitlist Only,M. Barton
BU.142.620 (51),Leadership in Organizations,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Open,A. Mayo
BU.142.620 (81),Leadership in Organizations,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,A. Mayo
BU.142.620 (31),Leadership in Organizations,Fall 2021,Online,Sa 8:30AM - 1:00PM; ThF 8:30AM - 5:30PM,Open,R. Milter
BU.142.620 (32),Leadership in Organizations,Fall 2021,Online,Sa 8:30AM - 1:00PM; ThF 8:30AM - 5:30PM,Open,R. Milter
BU.142.620 (33),Leadership in Organizations,Fall 2021,Online,Sa 8:30AM - 1:00PM; ThF 8:30AM - 5:30PM,Open,R. Milter
BU.142.620 (34),Leadership in Organizations,Fall 2021,Online,Sa 9:30AM - 1:00PM; ThF 9:30AM - 5:30PM,Open,R. Milter
BU.142.620 (35),Leadership in Organizations,Fall 2021,Online,Sa 9:30AM - 1:00PM; ThF 9:30AM - 5:30PM,Open,R. Milter
BU.142.620 (36),Leadership in Organizations,Fall 2021,Online,Sa 9:30AM - 1:00PM; ThF 9:30AM - 5:30PM,Reserved Open,R. Milter
BU.232.620 (W2),Linear Econometrics for Finance,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM,Open,G. De Nicolo
BU.232.620 (W6),Linear Econometrics for Finance,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,G. De Nicolo
BU.232.620 (1F),Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM; Th 1:30PM - 4:30PM,Open,K. Cheong
BU.232.620 (F1),Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,K. Cheong
BU.232.620 (F6),Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,K. Cheong
BU.232.620 (W1),Linear Econometrics for Finance,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Open,K. Cheong
BU.232.620 (W9),Linear Econometrics for Finance,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,K. Cheong
BU.232.620 (1W),Linear Econometrics for Finance,Fall 2021,Washington DC Center,T 1:30PM - 4:30PM; Th 1:30PM - 4:30PM,Open,S. Gupta
BU.232.620 (2W),Linear Econometrics for Finance,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,S. Gupta
BU.232.620 (F4),Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,S. Gupta
BU.232.620 (F2),Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,F 1:30PM - 4:30PM; W 1:30PM - 4:30PM,Open,Z. Song
BU.232.620 (F3),Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,Z. Song
BU.232.620 (F9),Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM; W 8:30AM - 11:30AM,Open,Z. Song
BU.300.620 (31),Managing Complex Projects,Fall 2021,Online,,Open,R. Djavanshir
BU.300.620 (32),Managing Complex Projects,Fall 2021,Online,,Waitlist Only,R. Djavanshir
BU.300.620 (T1),Managing Complex Projects,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Reserved Open,W. Agresti
BU.300.620 (T2),Managing Complex Projects,Fall 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,W. Agresti
BU.230.730 (F5),Managing Financial Risk,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM; Th 6:00PM - 9:00PM,Open,Y. Su
BU.230.730 (F7),Managing Financial Risk,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,Y. Su
BU.230.730 (W5),Managing Financial Risk,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,Y. Su
BU.230.730 (W7),Managing Financial Risk,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Open,Y. Su
BU.230.730 (X4),Managing Financial Risk,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,Y. Su
BU.230.730 (X6),Managing Financial Risk,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Waitlist Only,Y. Su
BU.142.720 (31),Managing in a Diverse & Global World,Fall 2021,Online,,Waitlist Only,J. Calvin
BU.142.720 (32),Managing in a Diverse & Global World,Fall 2021,Online,,Open,J. Calvin
BU.142.720 (81),Managing in a Diverse & Global World,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,J. Calvin
BU.410.620 (82),Marketing Management,Fall 2021,Downtown Baltimore,Th 6:00PM - 9:00PM,Reserved Open,A. Ching
BU.410.620 (K1),Marketing Management,Fall 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,A. Ching
BU.410.620 (K2),Marketing Management,Fall 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,A. Ching
BU.920.605 (M1),Marketing Management,Fall 2021,Downtown Baltimore,W 1:30PM - 4:30PM,Open,A. Ching
BU.920.605 (M2),Marketing Management,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,A. Ching
BU.410.620 (51),Marketing Management,Fall 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,C. Harris
BU.410.620 (81),Marketing Management,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Open,C. Harris
BU.410.620 (X1),Marketing Management,Fall 2021,Washington DC Center,T 8:30AM - 11:30AM; Th 8:30AM - 11:30AM,Open,C. Harris
BU.410.620 (31),Marketing Management,Fall 2021,Online,,Open,F. Katz
BU.410.620 (36),Marketing Management,Fall 2021,Online,,Open,F. Katz
BU.410.620 (K0),Marketing Management,Fall 2021,Downtown Baltimore,T 1:30PM - 4:30PM,Open,F. Katz
BU.410.620 (1X),Marketing Management,Fall 2021,Washington DC Center,W 1:30PM - 4:30PM,Open,J. Le Bon
BU.410.620 (2X),Marketing Management,Fall 2021,Washington DC Center,M 1:30PM - 4:30PM,Open,J. Le Bon
BU.410.620 (X2),Marketing Management,Fall 2021,Washington DC Center,M 8:30AM - 11:30AM,Open,J. Le Bon
BU.410.620 (X3),Marketing Management,Fall 2021,Washington DC Center,W 8:30AM - 11:30AM,Open,J. Le Bon
BU.410.620 (32),Marketing Management,Fall 2021,Online,,Open,N. Li
BU.410.620 (33),Marketing Management,Fall 2021,Online,,Open,N. Li
BU.410.620 (34),Marketing Management,Fall 2021,Online,,Open,N. Li
BU.410.620 (35),Marketing Management,Fall 2021,Online,,Open,N. Li
BU.410.620 (38),Marketing Management,Fall 2021,Online,,Open,N. Li
BU.410.601 (K3),Marketing Research,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,R. Mislavsky
BU.410.601 (K4),Marketing Research,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Waitlist Only,R. Mislavsky
BU.450.710 (31),Marketing Strategy,Fall 2021,Online,,Open,C. Harris
BU.450.710 (K0),Marketing Strategy,Fall 2021,Downtown Baltimore,F 1:30PM - 4:30PM,Open,C. Harris
BU.450.710 (81),Marketing Strategy,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,H. Yang
BU.450.710 (K1),Marketing Strategy,Fall 2021,Downtown Baltimore,M 8:30AM - 11:30AM,Reserved Open,H. Yang
BU.450.710 (K2),Marketing Strategy,Fall 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Reserved Open,H. Yang
BU.231.740 (31),Mergers and Acquisitions,Fall 2021,Online,,Open,E. Harding
BU.231.740 (51),Mergers and Acquisitions,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Open,J. Hooke
BU.231.740 (81),Mergers and Acquisitions,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Open,J. Hooke
BU.920.603 (M1),Microeconomics and Market Design,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,Y. Antwi
BU.920.603 (M2),Microeconomics and Market Design,Fall 2021,Downtown Baltimore,W 1:30PM - 4:30PM,Open,Y. Antwi
BU.121.610 (81),Negotiation,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Reserved Open,B. Gunia
BU.121.610 (37),Negotiation,Fall 2021,Online,MT 9:30AM - 5:00PM,Open,B. Schoener
BU.121.610 (38),Negotiation,Fall 2021,Online,MT 9:30AM - 5:00PM,Open,B. Schoener
BU.121.610 (51),Negotiation,Fall 2021,Washington DC Center,T 6:00PM - 9:00PM,Open,B. Schoener
BU.121.610 (31),Negotiation,Fall 2021,Online,ThF 8:00AM - 5:00PM,Open,J. Ganzermiller
BU.121.610 (32),Negotiation,Fall 2021,Online,ThF 8:00AM - 5:00PM,Open,J. Ganzermiller
BU.121.610 (35),Negotiation,Fall 2021,Online,MT 9:30AM - 5:00PM,Open,J. Ganzermiller
BU.121.610 (36),Negotiation,Fall 2021,Online,MT 9:30AM - 5:00PM,Open,J. Ganzermiller
BU.121.610 (33),Negotiation,Fall 2021,Online,ThF 8:00AM - 5:00PM,Open,R. Milter
BU.121.610 (34),Negotiation,Fall 2021,Online,ThF 8:00AM - 5:00PM,Open,R. Milter
BU.883.708 (31),Negotiation in Health Care Settings,Fall 2021,Online,,Open,S. Lee
BU.460.730 (31),New Product Development,Fall 2021,Online,,Open,J. Richman
BU.460.730 (32),New Product Development,Fall 2021,Online,,Open,J. Richman
BU.460.730 (81),New Product Development,Fall 2021,Downtown Baltimore,M 6:00PM - 9:00PM,Reserved Open,T. Chen
BU.460.730 (82),New Product Development,Fall 2021,Downtown Baltimore,T 6:00PM - 9:00PM,Reserved Open,T. Chen
BU.460.730 (83),New Product Development,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Reserved Open,T. Chen
BU.460.730 (84),New Product Development,Fall 2021,Downtown Baltimore,M 1:30PM - 4:30PM,Open,T. Chen
BU.232.630 (F5),Non-Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,W 6:00PM - 9:00PM,Open,F. Bandi
BU.232.630 (F7),Non-Linear Econometrics for Finance,Fall 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Open,F. Bandi
BU.232.630 (W5),Non-Linear Econometrics for Finance,Fall 2021,Washington DC Center,Th 6:00PM - 9:00PM,Open,F. Bandi
BU.232.630 (W7),Non-Linear Econometrics for Finance,Fall 2021,Washington DC Center,Th 8:30AM - 11:30AM,Waitlist Only,F. Bandi
BU.680.620 (51),Operations Management,Fall 2021,Washington DC Center,M 6:00PM - 9:00PM,Open,A. Bisi
BU.680.620 (81),Operations Management,Fall 2021,Downtown Baltimore,Th 6:00PM - 9:00PM,Reserved Open,A. Bisi
BU.667.314 (U1),Operations Management,Fall 2021,Homewood Campus,TTh 4:30PM - 5:45PM,Open,B. Robeson
BU.680.620 (31),Operations Management,Fall 2021,Online,,Open,C. Chambers
BU.680.620 (32),Operations Management,Fall 2021,Online,,Open,C. Chambers
BU.680.620 (33),Operations Management,Fall 2021,Online,,Open,C. Chambers
BU.680.620 (34),Operations Management,Fall 2021,Online,,Reserved Open,C. Chambers
BU.680.620 (35),Operations Management,Fall 2021,Online,,Waitlist Only,C. Chambers
BU.680.620 (38),Operations Management,Fall 2021,Online,,Waitlist Only,C. Chambers
BU.883.704 (31),Pharmaceutical Strategy,Fall 2021,Online,,Open,S. Munshaw
