code,course,semester,campus,days,type,instructor
BU.430.710 (31),Branding and Marketing Communications,Spring 2022,Online,,Waitlist Only,F. Katz
BU.430.710 (32),Branding and Marketing Communications,Spring 2022,Online,,Waitlist Only,F. Katz
BU.430.710 (83),Branding and Marketing Communications,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Reserved Open,F. Katz
BU.430.710 (81),Branding and Marketing Communications,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Reserved Open,L. Durnell
BU.430.710 (82),Branding and Marketing Communications,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Reserved Open,L. Durnell
BU.520.601 (35),Business Analytics,Spring 2022,Online,,Waitlist Only,B. Hathaway
BU.520.601 (36),Business Analytics,Spring 2022,Online,,Waitlist Only,B. Hathaway
BU.520.601 (37),Business Analytics,Spring 2022,Online,,Open,B. Hathaway
BU.520.601 (K3),Business Analytics,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Waitlist Only,B. Hathaway
BU.520.601 (82),Business Analytics,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Reserved Open,D. Prieto Santa
BU.520.601 (K1),Business Analytics,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,E. Kagan
BU.520.601 (K2),Business Analytics,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,E. Kagan
BU.520.601 (38),Business Analytics,Spring 2022,Online,,Open,O. Sahin
BU.520.601 (31),Business Analytics,Spring 2022,Online,,Waitlist Only,R. Djavanshir
BU.520.601 (32),Business Analytics,Spring 2022,Online,,Waitlist Only,R. Djavanshir
BU.520.601 (33),Business Analytics,Spring 2022,Online,,Waitlist Only,R. Djavanshir
BU.520.601 (34),Business Analytics,Spring 2022,Online,,Waitlist Only,R. Djavanshir
BU.120.601 (R1),Business Communication,Spring 2022,Washington DC Center,F 1:30PM - 4:30PM,Open,A. Klaren
BU.120.601 (30),Business Communication,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,J. Ganzermiller
BU.120.601 (31),Business Communication,Spring 2022,Online,ThF 9:30AM - 5:30PM,Waitlist Only,J. Ganzermiller
BU.120.601 (33),Business Communication,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,J. Ganzermiller
BU.120.601 (34),Business Communication,Spring 2022,Online,ThF 9:30AM - 5:30PM,Waitlist Only,J. Ganzermiller
BU.120.601 (35),Business Communication,Spring 2022,Online,ThF 9:30AM - 5:30PM,Waitlist Only,J. Ganzermiller
BU.120.601 (52),Business Communication,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,L. Schiavone
BU.120.601 (84),Business Communication,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,S. Cohen
BU.920.601 (M1),Business Communication,Spring 2022,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,S. Cohen
BU.920.601 (M2),Business Communication,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Open,S. Cohen
BU.120.601 (32),Business Communication,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,T. Crain
BU.120.601 (36),Business Communication,Spring 2022,Online,ThF 9:30AM - 5:30PM,Open,T. Crain
BU.132.601 (36),Business Law,Spring 2022,Online,,Waitlist Only,D. Hollander
BU.132.601 (37),Business Law,Spring 2022,Online,,Waitlist Only,D. Hollander
BU.132.601 (38),Business Law,Spring 2022,Online,,Waitlist Only,D. Hollander
BU.920.722 (M1),Business Law; Health Law; and Regulations,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,S. Lee
BU.131.601 (R1),Business Leadership and Human Values,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Open,A. Klaren
BU.131.601 (X4),Business Leadership and Human Values,Spring 2022,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,A. Klaren
BU.131.601 (X7),Business Leadership and Human Values,Spring 2022,Washington DC Center,M 8:30AM - 11:30AM,Waitlist Only,A. Klaren
BU.131.601 (T2),Business Leadership and Human Values,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Open,B. Robeson
BU.131.601 (W1),Business Leadership and Human Values,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Open,J. Calvin
BU.131.601 (X1),Business Leadership and Human Values,Spring 2022,Washington DC Center,M 1:30PM - 4:30PM,Waitlist Only,J. Habash
BU.131.601 (X5),Business Leadership and Human Values,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Waitlist Only,J. Habash
BU.131.601 (35),Business Leadership and Human Values,Spring 2022,Online,,Open,J. Myllyluoma
BU.131.601 (36),Business Leadership and Human Values,Spring 2022,Online,,Open,J. Myllyluoma
BU.131.601 (F1),Business Leadership and Human Values,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,L. Schiavone
BU.131.601 (K1),Business Leadership and Human Values,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,L. Schiavone
BU.131.601 (K2),Business Leadership and Human Values,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,L. Schiavone
BU.131.601 (X2),Business Leadership and Human Values,Spring 2022,Washington DC Center,T 8:30AM - 11:30AM,Waitlist Only,L. Schiavone
BU.131.601 (38),Business Leadership and Human Values,Spring 2022,Online,,Open,L. Thompson
BU.131.601 (X3),Business Leadership and Human Values,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,L. Thompson
BU.131.601 (X6),Business Leadership and Human Values,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,L. Thompson
BU.131.601 (37),Business Leadership and Human Values,Spring 2022,Online,,Open,R. Milter
BU.131.601 (K3),Business Leadership and Human Values,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,R. Milter
BU.220.620 (81),Business Microeconomics,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Waitlist Only,A. Willenborg
BU.220.620 (33),Business Microeconomics,Spring 2022,Online,,Open,C. DePasquale
BU.220.620 (34),Business Microeconomics,Spring 2022,Online,,Open,C. DePasquale
BU.220.620 (31),Business Microeconomics,Spring 2022,Online,,Open,M. Macis
BU.220.620 (32),Business Microeconomics,Spring 2022,Online,,Open,M. Macis
BU.001.510 (31),Career and Life Design for Experienced Professionals,Spring 2022,Online,,Open,M. Jones
BU.001.510 (32),Career and Life Design for Experienced Professionals,Spring 2022,Online,,Open,M. Jones
BU.152.740 (31),CityLab Catalyst: Business Innovation for Social Impact,Spring 2022,Online,,Open,L. Thompson
BU.920.607 (M1),Competitive Strategy,Spring 2022,Downtown Baltimore,TTh 8:30AM - 11:30AM,Open,I. Fainmesser
BU.920.607 (M2),Competitive Strategy,Spring 2022,Downtown Baltimore,TTh 1:30PM - 4:30PM,Open,I. Fainmesser
BU.232.650 (51),Continuous Time Finance,Spring 2022,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,A. Bisi
BU.232.650 (52),Continuous Time Finance,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Open,A. Bisi
BU.232.650 (53),Continuous Time Finance,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,A. Bisi
BU.232.650 (83),Continuous Time Finance,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Open,A. Bisi
BU.232.650 (84),Continuous Time Finance,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Open,A. Bisi
BU.232.650 (85),Continuous Time Finance,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,A. Bisi
BU.232.650 (54),Continuous Time Finance,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,Y. An
BU.232.650 (55),Continuous Time Finance,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Waitlist Only,Y. An
BU.232.650 (81),Continuous Time Finance,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Waitlist Only,Y. An
BU.232.650 (82),Continuous Time Finance,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Waitlist Only,Y. An
BU.231.620 (32),Corporate Finance,Spring 2022,Online,,Open,A. Ajakh
BU.231.620 (33),Corporate Finance,Spring 2022,Online,,Open,A. Ajakh
BU.231.620 (34),Corporate Finance,Spring 2022,Online,,Waitlist Only,A. Ajakh
BU.231.620 (36),Corporate Finance,Spring 2022,Online,,Waitlist Only,A. Ajakh
BU.231.620 (31),Corporate Finance,Spring 2022,Online,,Open,D. Yener
BU.231.620 (38),Corporate Finance,Spring 2022,Online,,Open,F. Fabozzi
BU.231.620 (39),Corporate Finance,Spring 2022,Online,,Waitlist Only,F. Fabozzi
BU.231.620 (52),Corporate Finance,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,J. Hooke
BU.231.720 (51),Corporate Governance,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,D. Yener
BU.231.720 (82),Corporate Governance,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Reserved Open,D. Yener
BU.231.720 (31),Corporate Governance,Spring 2022,Online,,Open,T. Crain
BU.151.720 (32),Corporate Strategy,Spring 2022,Online,,Waitlist Only,P. Gurny
BU.151.720 (33),Corporate Strategy,Spring 2022,Online,,Waitlist Only,P. Gurny
BU.151.720 (82),Corporate Strategy,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,T. Cummings
BU.210.680 (31),Cost Measurement and Control,Spring 2022,Online,,Open,J. Rippy
BU.610.705 (31),Crisis Management,Spring 2022,Online,,Open,J. Links
BU.610.705 (32),Crisis Management,Spring 2022,Online,,Open,J. Links
BU.610.705 (31),Crisis Management,Spring 2022,Online,,Open,F. Klapetzky
BU.610.705 (32),Crisis Management,Spring 2022,Online,,Open,F. Klapetzky
BU.232.770 (81),Cryptos and Blockchain,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Waitlist Only,J. Liew
BU.232.770 (82),Cryptos and Blockchain,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Waitlist Only,J. Liew
BU.450.760 (K1),Customer Analytics,Spring 2022,Downtown Baltimore,F 8:30AM - 11:30AM,Open,J. Liu
BU.450.760 (K2),Customer Analytics,Spring 2022,Downtown Baltimore,F 1:30PM - 4:30PM,Waitlist Only,J. Liu
BU.450.760 (K5),Customer Analytics,Spring 2022,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,J. Liu
BU.450.760 (K6),Customer Analytics,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Waitlist Only,J. Liu
BU.450.760 (31),Customer Analytics,Spring 2022,Online,,Open,M. Hermosilla
BU.450.760 (53),Customer Analytics,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,P. Duverger
BU.420.720 (81),Customer Relationship Management,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Reserved Open,C. Harris
BU.420.720 (83),Customer Relationship Management,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,C. Harris
BU.420.720 (84),Customer Relationship Management,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Waitlist Only,C. Harris
BU.420.720 (31),Customer Relationship Management,Spring 2022,Online,,Open,J. Le Bon
BU.330.710 (51),Cybersecurity and Data Vulnerabilities,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Open,J. Abed
BU.510.650 (33),Data Analytics,Spring 2022,Online,,Waitlist Only,A. Bisi
BU.510.650 (34),Data Analytics,Spring 2022,Online,,Waitlist Only,A. Bisi
BU.510.650 (51),Data Analytics,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,M. Alamdar Yazdi
BU.330.780 (51),Data Science and Business Intelligence,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,C. Jung
BU.330.780 (52),Data Science and Business Intelligence,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Waitlist Only,C. Jung
BU.330.780 (53),Data Science and Business Intelligence,Spring 2022,Washington DC Center,Th 6:00PM - 9:00PM,Open,C. Jung
BU.330.780 (T1),Data Science and Business Intelligence,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Waitlist Only,C. Jung
BU.920.623 (M1),Data Science: Big Data Consulting Project,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,C. Stuart
BU.920.623 (M2),Data Science: Big Data Consulting Project,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,C. Stuart
BU.920.623 (M1),Data Science: Big Data Consulting Project,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,G. Aydin
BU.920.623 (M2),Data Science: Big Data Consulting Project,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,G. Aydin
BU.330.770 (51),Database Management,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,C. Jung
BU.330.770 (52),Database Management,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Waitlist Only,C. Jung
BU.330.770 (53),Database Management,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,C. Jung
BU.330.760 (51),Deep Learning with Unstructured Data,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,M. Xu
BU.330.760 (52),Deep Learning with Unstructured Data,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Open,M. Xu
BU.330.760 (53),Deep Learning with Unstructured Data,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,M. Xu
BU.330.760 (54),Deep Learning with Unstructured Data,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Open,M. Xu
BU.232.710 (32),Derivatives,Spring 2022,Online,,Open,F. Fabozzi
BU.232.710 (33),Derivatives,Spring 2022,Online,,Open,F. Fabozzi
BU.232.710 (86),Derivatives,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,J. Colantuoni
BU.232.710 (52),Derivatives,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Open,R. Galeeva
BU.232.710 (53),Derivatives,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,R. Galeeva
BU.232.710 (51),Derivatives,Spring 2022,Washington DC Center,Th 6:00PM - 9:00PM,Waitlist Only,s. Fall
BU.232.710 (54),Derivatives,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Waitlist Only,s. Fall
BU.232.710 (55),Derivatives,Spring 2022,Washington DC Center,F 1:30PM - 4:30PM,Waitlist Only,s. Fall
BU.232.710 (83),Derivatives,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,s. Fall
BU.232.710 (81),Derivatives,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,W. Li
BU.232.710 (82),Derivatives,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,W. Li
BU.232.710 (84),Derivatives,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Open,W. Li
BU.232.710 (85),Derivatives,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,W. Li
BU.450.730 (51),Design Leadership,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,A. Pianesi
BU.450.630 (81),Designing Experiments,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Waitlist Only,P. Ferraro
BU.300.700 (51),Developing Internet Systems and Services,Spring 2022,Washington DC Center,M 8:30AM - 11:30AM,Open,J. Demasco
BU.230.640 (R1),Development Modeling and Risk Analysis,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,R. Staiger
BU.150.710 (31),Discovery to Market I,Spring 2022,Online,,Open,T. Gordon
BU.150.710 (81),Discovery to Market I,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,T. Gordon
BU.150.715 (31),Discovery to Market II,Spring 2022,Online,,Waitlist Only,T. Gordon
BU.150.715 (81),Discovery to Market II,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,T. Gordon
BU.141.710 (81),Effective Teaming,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Waitlist Only,G. Hall
BU.141.710 (51),Effective Teaming,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,J. Calvin
BU.141.710 (32),Effective Teaming,Spring 2022,Online,,Waitlist Only,R. Milter
BU.141.710 (33),Effective Teaming,Spring 2022,Online,,Waitlist Only,R. Milter
BU.141.710 (34),Effective Teaming,Spring 2022,Online,,Waitlist Only,R. Milter
BU.232.725 (82),Emerging Markets,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Reserved Open,X. Sun
BU.232.640 (81),Empirical Finance,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,S. Gupta
BU.232.640 (82),Empirical Finance,Spring 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Waitlist Only,S. Gupta
BU.232.640 (83),Empirical Finance,Spring 2022,Downtown Baltimore,Th 8:30AM - 11:30AM,Waitlist Only,S. Gupta
BU.232.640 (84),Empirical Finance,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Waitlist Only,S. Gupta
BU.232.640 (85),Empirical Finance,Spring 2022,Downtown Baltimore,F 8:30AM - 11:30AM,Open,S. Gupta
BU.232.640 (86),Empirical Finance,Spring 2022,Downtown Baltimore,F 1:30PM - 4:30PM,Open,S. Gupta
BU.232.640 (51),Empirical Finance,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,S. Urban
BU.232.640 (52),Empirical Finance,Spring 2022,Washington DC Center,M 1:30PM - 4:30PM,Waitlist Only,S. Urban
BU.232.640 (53),Empirical Finance,Spring 2022,Washington DC Center,M 8:30AM - 11:30AM,Open,S. Urban
BU.232.640 (54),Empirical Finance,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,S. Urban
BU.232.640 (55),Empirical Finance,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,S. Urban
BU.232.640 (56),Empirical Finance,Spring 2022,Washington DC Center,T 8:30AM - 11:30AM,Open,S. Urban
BU.233.730 (31),Entrepreneurial Finance,Spring 2022,Online,,Open,J. Liew
BU.233.730 (81),Entrepreneurial Finance,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,J. Liew
BU.233.730 (52),Entrepreneurial Finance,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,J. Steuart
BU.233.730 (82),Entrepreneurial Finance,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,K. Kuadey
BU.152.710 (32),Entrepreneurial Ventures,Spring 2022,Online,,Open,P. Phan
BU.152.710 (33),Entrepreneurial Ventures,Spring 2022,Online,,Open,P. Phan
BU.920.713 (M1),Ethical Leadership,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Open,J. Habash
BU.920.723 (M1),Ethics of Business of Health,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Open,J. Habash
BU.920.604 (M1),Finance,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,X. Sun
BU.920.604 (M2),Finance,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Open,X. Sun
BU.230.750 (81),Financial Crises and Contagion,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Reserved Open,J. Rippy
BU.230.750 (82),Financial Crises and Contagion,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Reserved Open,J. Rippy
BU.230.750 (31),Financial Crises and Contagion,Spring 2022,Online,,Waitlist Only,K. Day
BU.230.750 (32),Financial Crises and Contagion,Spring 2022,Online,,Waitlist Only,K. Day
BU.230.750 (51),Financial Crises and Contagion,Spring 2022,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,K. Day
BU.230.750 (52),Financial Crises and Contagion,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Waitlist Only,K. Day
BU.230.750 (53),Financial Crises and Contagion,Spring 2022,Washington DC Center,Th 6:00PM - 9:00PM,Waitlist Only,K. Day
BU.231.710 (51),Financial Institutions,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,
BU.231.710 (81),Financial Institutions,Spring 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Waitlist Only,B. Ram
BU.231.710 (32),Financial Institutions,Spring 2022,Online,,Waitlist Only,J. Colantuoni
BU.231.710 (33),Financial Institutions,Spring 2022,Online,,Waitlist Only,J. Colantuoni
BU.230.620 (31),Financial Modeling and Valuation,Spring 2022,Online,,Waitlist Only,A. Ajakh
BU.230.620 (32),Financial Modeling and Valuation,Spring 2022,Online,,Waitlist Only,A. Ajakh
BU.230.620 (51),Financial Modeling and Valuation,Spring 2022,Washington DC Center,Th 6:00PM - 9:00PM,Reserved Open,K. Yook
BU.230.620 (52),Financial Modeling and Valuation,Spring 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,K. Yook
BU.230.620 (53),Financial Modeling and Valuation,Spring 2022,Washington DC Center,Th 1:30PM - 4:30PM,Open,K. Yook
BU.230.620 (54),Financial Modeling and Valuation,Spring 2022,Washington DC Center,F 8:30AM - 11:30AM,Open,K. Yook
BU.230.620 (55),Financial Modeling and Valuation,Spring 2022,Washington DC Center,F 1:30PM - 4:30PM,Open,K. Yook
BU.230.620 (81),Financial Modeling and Valuation,Spring 2022,Downtown Baltimore,Th 8:30AM - 11:30AM,Reserved Open,S. Chan
BU.230.620 (82),Financial Modeling and Valuation,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Reserved Open,S. Chan
BU.230.620 (83),Financial Modeling and Valuation,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Reserved Open,S. Chan
BU.230.620 (84),Financial Modeling and Valuation,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,S. Chan
BU.230.620 (85),Financial Modeling and Valuation,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Waitlist Only,S. Chan
BU.210.650 (51),Financial Statement Analysis,Spring 2022,Washington DC Center,W 1:30PM - 4:30PM,Waitlist Only,J. Rippy
BU.210.650 (53),Financial Statement Analysis,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,J. Rippy
BU.210.650 (54),Financial Statement Analysis,Spring 2022,Washington DC Center,T 8:30AM - 11:30AM,Waitlist Only,J. Rippy
BU.210.650 (52),Financial Statement Analysis,Spring 2022,Washington DC Center,W 6:00PM - 9:00PM,Reserved Open,S. Demirkan
BU.210.650 (81),Financial Statement Analysis,Spring 2022,Downtown Baltimore,F 8:30AM - 11:30AM,Reserved Open,S. Demirkan
BU.210.650 (82),Financial Statement Analysis,Spring 2022,Downtown Baltimore,F 1:30PM - 4:30PM,Reserved Open,S. Demirkan
BU.210.650 (83),Financial Statement Analysis,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Reserved Open,S. Demirkan
BU.232.720 (32),Fixed Income,Spring 2022,Online,,Open,A. Ajakh
BU.232.720 (52),Fixed Income,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Waitlist Only,J. Seward
BU.232.720 (83),Fixed Income,Spring 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Waitlist Only,J. Seward
BU.232.720 (81),Fixed Income,Spring 2022,Downtown Baltimore,F 1:30PM - 4:30PM,Waitlist Only,K. Kim
BU.232.720 (82),Fixed Income,Spring 2022,Downtown Baltimore,F 8:30AM - 11:30AM,Open,K. Kim
BU.232.720 (84),Fixed Income,Spring 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Open,K. Kim
BU.232.720 (85),Fixed Income,Spring 2022,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,K. Kim
BU.232.720 (51),Fixed Income,Spring 2022,Washington DC Center,T 1:30PM - 4:30PM,Waitlist Only,R. Galeeva
BU.232.720 (53),Fixed Income,Spring 2022,Washington DC Center,T 8:30AM - 11:30AM,Open,R. Galeeva
BU.232.720 (54),Fixed Income,Spring 2022,Washington DC Center,M 8:30AM - 11:30AM,Waitlist Only,X. Hu
BU.232.720 (55),Fixed Income,Spring 2022,Washington DC Center,M 1:30PM - 4:30PM,Waitlist Only,X. Hu
BU.881.702 (34),Frameworks for Analyzing Health Care Markets,Spring 2022,Online,,Open,F. Selck
BU.881.702 (35),Frameworks for Analyzing Health Care Markets,Spring 2022,Online,,Open,F. Selck
BU.881.702 (36),Frameworks for Analyzing Health Care Markets,Spring 2022,Online,,Open,F. Selck
BU.881.702 (37),Frameworks for Analyzing Health Care Markets,Spring 2022,Online,,Open,F. Selck
BU.883.701 (31),Fundamentals of Health Care Operations,Spring 2022,Online,,Open,M. Dada
BU.883.701 (H1),Fundamentals of Health Care Operations,Spring 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Open,M. Dada
BU.881.701 (81),Fundamentals of Health Care Systems,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,T. Gordon
BU.003.903 (92),Global Immersion: Finance in Europe,Spring 2022,Off site (Not JHU),,Waitlist Only,L. Mertins
BU.241.725 (51),Global Perspectives in Real Estate,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,P. Loungani
BU.151.620 (81),Global Strategy,Spring 2022,Downtown Baltimore,M 6:00PM - 9:00PM,Open,M. Ward
BU.890.720 (H1),Health Care Consulting Practicum I,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,J. Ganzermiller
BU.890.720 (H1),Health Care Consulting Practicum I,Spring 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,G. Bai
BU.883.705 (81),Health Care Financing and Financial Management,Spring 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,B. Miller
BU.883.705 (31),Health Care Financing and Financial Management,Spring 2022,Online,,Waitlist Only,K. Taylor-Clark
BU.883.705 (32),Health Care Financing and Financial Management,Spring 2022,Online,,Waitlist Only,K. Taylor-Clark
BU.881.703 (32),Health Care Law and Regulation,Spring 2022,Online,,Open,S. Lee
BU.881.703 (33),Health Care Law and Regulation,Spring 2022,Online,,Waitlist Only,S. Lee
BU.881.703 (H1),Health Care Law and Regulation,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Open,S. Lee
BU.890.713 (31),Health Care Strategy Consulting Practicum I,Spring 2022,Online,,Open,B. Robeson
BU.890.714 (31),Health Care Strategy Consulting Practicum II,Spring 2022,Online,,Waitlist Only,B. Robeson
BU.350.620 (83),Information Systems,Spring 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,D. Harper
BU.350.620 (33),Information Systems,Spring 2022,Online,,Open,J. Abed
BU.350.620 (31),Information Systems,Spring 2022,Online,,Open,M. Xu
BU.920.816 (M1),Innovation Field Project,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Open,C. Stuart
BU.920.816 (M2),Innovation Field Project,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Open,C. Stuart
BU.920.816 (M1),Innovation Field Project,Spring 2022,Downtown Baltimore,M 8:30AM - 11:30AM,Open,O. Sahin
BU.920.816 (M2),Innovation Field Project,Spring 2022,Downtown Baltimore,M 1:30PM - 4:30PM,Open,O. Sahin
BU.232.701 (51),Investments,Spring 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,E. Caso
BU.232.701 (33),Investments,Spring 2022,Online,,Open,Y. Bar-Or
BU.232.701 (34),Investments,Spring 2022,Online,,Open,Y. Bar-Or
BU.232.701 (35),Investments,Spring 2022,Online,,Open,Y. Bar-Or
BU.350.710 (T1),IT and Global Sourcing Strategy,Spring 2022,Washington DC Center,M 6:00PM - 9:00PM,Open,R. Djavanshir
BU.142.601 (33),Leadership and Organizational Behavior,Spring 2022,Online,,Open,G. Hall
BU.142.601 (34),Leadership and Organizational Behavior,Spring 2022,Online,,Waitlist Only,G. Hall
BU.142.601 (35),Leadership and Organizational Behavior,Spring 2022,Online,,Waitlist Only,G. Hall
BU.142.601 (36),Leadership and Organizational Behavior,Spring 2022,Online,,Waitlist Only,G. Hall
